team,fifa_version,gk,def,mid,att,top11_overall,squad_overall,star_power,depth,value_log,avg_age_top11,n_players
Scotland,20,71.0,74.5,77.25,69.0,74.45454545454545,74.45454545454545,81.0,74.45454545454545,18.473273203559202,26.545454545454547,11
Switzerland,20,84.0,80.0,79.0,80.5,79.9090909090909,79.9090909090909,83.0,79.9090909090909,19.067783991246507,25.545454545454547,11
Chile,20,78.0,76.33333333333333,80.75,78.5,78.54545454545455,78.54545454545455,83.0,78.54545454545455,18.684582295419233,29.818181818181817,11
Czech Republic,20,81.0,74.75,75.75,76.0,75.63636363636364,75.63636363636364,79.0,75.63636363636364,18.35240191390571,26.454545454545453,11
Norway,20,83.0,73.75,74.5,75.0,75.0909090909091,75.0909090909091,79.66666666666667,75.0909090909091,18.176058173732425,26.727272727272727,11
Iceland,20,68.0,71.25,76.25,69.0,72.36363636363636,72.36363636363636,78.0,72.36363636363636,17.60423536967236,30.363636363636363,11
Finland,20,83.0,69.0,70.0,72.0,71.18181818181819,71.18181818181819,77.66666666666667,71.18181818181819,17.587696641206346,27.545454545454547,11
Côte d'Ivoire,20,67.0,68.25,76.0,78.33333333333333,73.0,73.0,80.33333333333333,73.0,18.24632736871235,27.818181818181817,11
Mexico,20,78.0,76.5,79.5,81.0,78.54545454545455,78.54545454545455,81.66666666666667,78.54545454545455,18.753575166394153,27.272727272727273,11
Russia,20,78.0,77.25,77.0,78.0,76.81818181818181,76.81818181818181,80.0,76.81818181818181,18.144927255541088,28.454545454545453,11
Cameroon,20,82.0,74.25,72.0,74.66666666666667,74.63636363636364,74.63636363636364,78.66666666666667,74.63636363636364,18.083458239950957,26.363636363636363,11
Uruguay,20,80.0,80.25,80.5,81.0,80.18181818181819,80.18181818181819,81.66666666666667,80.18181818181819,0.0,31.363636363636363,11
Venezuela,20,73.0,70.5,72.5,75.5,72.36363636363636,72.36363636363636,77.33333333333333,72.36363636363636,17.906516235643267,25.272727272727273,11
Ecuador,20,74.0,75.25,73.66666666666667,76.33333333333333,75.0,75.0,78.0,75.0,0.0,33.63636363636363,11
Australia,20,80.0,72.5,73.5,71.0,73.0,73.0,77.0,73.0,17.71596694725363,26.90909090909091,11
Turkey,20,75.0,76.0,74.5,78.66666666666667,76.18181818181819,76.18181818181819,78.66666666666667,76.18181818181819,18.356675424637434,26.545454545454547,11
Paraguay,20,72.0,74.75,72.33333333333333,77.5,73.81818181818181,73.81818181818181,78.33333333333333,73.81818181818181,17.763865511926213,28.09090909090909,11
Northern Ireland,20,69.0,73.75,72.0,68.0,71.72727272727273,71.72727272727273,76.33333333333333,71.72727272727273,17.43517392818122,27.181818181818183,11
Republic of Ireland,20,75.0,75.5,73.5,72.5,74.18181818181819,74.18181818181819,77.66666666666667,74.18181818181819,17.890077509577274,29.818181818181817,11
Romania,20,79.0,71.33333333333333,71.25,70.33333333333333,71.72727272727273,71.72727272727273,75.66666666666667,71.72727272727273,16.929025911619092,28.818181818181817,11
United States,20,76.0,75.33333333333333,75.75,77.5,75.72727272727273,75.72727272727273,78.0,75.72727272727273,18.443420240697026,25.0,11
Sweden,20,78.0,75.5,75.0,76.0,75.63636363636364,75.63636363636364,77.66666666666667,75.63636363636364,17.75709238505144,28.09090909090909,11
Peru,20,72.0,71.25,75.75,76.0,73.18181818181819,73.18181818181819,77.0,73.18181818181819,17.639794670918473,27.454545454545453,11
New Zealand,20,67.0,69.25,69.0,74.0,69.81818181818181,69.81818181818181,75.66666666666667,69.81818181818181,17.3180604640072,25.363636363636363,11
Canada,20,74.0,65.25,73.5,74.0,70.63636363636364,70.63636363636364,74.66666666666667,70.63636363636364,17.445170678943438,25.272727272727273,11
Bulgaria,20,66.0,66.75,68.25,62.0,66.36363636363636,66.36363636363636,71.33333333333333,66.36363636363636,14.53335083891935,28.272727272727273,11
China PR,20,75.0,67.75,69.0,67.0,68.54545454545455,68.54545454545455,72.66666666666667,68.54545454545455,16.664770985505125,27.818181818181817,11
South Africa,20,67.0,69.75,70.66666666666667,72.66666666666667,70.54545454545455,70.54545454545455,74.33333333333333,70.54545454545455,17.133326366919263,27.454545454545453,11
Bolivia,20,69.0,66.25,67.25,64.5,66.54545454545455,66.54545454545455,70.33333333333333,66.54545454545455,15.679590843810702,27.0,11
India,20,64.0,61.25,61.0,63.0,61.27272727272727,61.27272727272727,63.333333333333336,61.27272727272727,0.0,31.363636363636363,11
Portugal,19,83.0,80.75,82.0,89.0,82.9090909090909,82.9090909090909,87.66666666666667,82.9090909090909,19.470102791931104,27.636363636363637,11
Argentina,19,77.0,81.0,80.66666666666667,85.66666666666667,81.81818181818181,81.81818181818181,88.0,81.81818181818181,19.447438932434153,28.818181818181817,11
Spain,19,91.0,87.0,87.75,85.0,87.27272727272727,87.27272727272727,90.33333333333333,87.27272727272727,20.107079699374445,28.272727272727273,11
Uruguay,19,81.0,84.0,78.0,90.0,81.81818181818181,81.81818181818181,90.0,81.81818181818181,19.520958315267322,26.90909090909091,11
Belgium,19,90.0,84.75,85.33333333333333,88.33333333333333,86.36363636363636,86.36363636363636,90.66666666666667,86.36363636363636,20.094031984006293,27.90909090909091,11
Germany,19,90.0,84.75,85.5,84.5,85.45454545454545,85.45454545454545,89.66666666666667,85.45454545454545,19.888555094368826,27.545454545454547,11
Poland,19,83.0,73.0,76.75,85.0,77.45454545454545,77.45454545454545,84.33333333333333,77.45454545454545,18.970534760456175,28.181818181818183,11
Slovenia,19,72.0,73.75,76.75,78.0,75.45454545454545,75.45454545454545,80.33333333333333,75.45454545454545,18.191267592203175,28.09090909090909,11
Italy,19,82.0,82.75,81.0,83.66666666666667,82.27272727272727,82.27272727272727,86.0,82.27272727272727,19.48711413769858,25.727272727272727,11
France,19,88.0,83.75,87.33333333333333,86.0,85.72727272727273,85.72727272727273,88.66666666666667,85.72727272727273,20.06548580215426,25.818181818181817,11
England,19,83.0,82.5,82.66666666666667,87.0,83.18181818181819,83.18181818181819,86.0,83.18181818181819,19.661949335912173,25.636363636363637,11
Wales,19,74.0,76.0,77.33333333333333,82.0,76.45454545454545,76.45454545454545,83.66666666666667,76.45454545454545,18.73986149073096,28.818181818181817,11
Denmark,19,84.0,76.25,81.0,77.33333333333333,78.54545454545455,78.54545454545455,84.66666666666667,78.54545454545455,19.071963725627377,26.818181818181817,11
Colombia,19,78.0,79.5,81.75,85.0,80.18181818181819,80.18181818181819,85.66666666666667,80.18181818181819,19.222682333908697,27.545454545454547,11
Egypt,19,66.0,70.25,73.0,76.5,72.0,72.0,81.0,72.0,18.43753787085163,28.636363636363637,11
Chile,19,79.0,74.5,82.33333333333333,80.0,78.54545454545455,78.54545454545455,84.33333333333333,78.54545454545455,18.80594315154573,29.09090909090909,11
Greece,19,79.0,79.25,75.5,75.5,77.18181818181819,77.18181818181819,82.66666666666667,77.18181818181819,18.623621596112322,27.818181818181817,11
Austria,19,74.0,78.5,76.5,82.0,77.27272727272727,77.27272727272727,81.66666666666667,77.27272727272727,18.653378515995318,26.90909090909091,11
Netherlands,19,81.0,81.75,78.75,83.0,80.27272727272727,80.27272727272727,84.0,80.27272727272727,19.213673264006914,24.818181818181817,11
Finland,19,67.0,69.5,69.25,71.0,68.0,68.0,72.33333333333333,68.0,16.840801682303496,24.545454545454547,11
Côte d'Ivoire,19,67.0,75.5,78.0,73.0,75.27272727272727,75.27272727272727,80.33333333333333,75.27272727272727,18.445373366298835,25.727272727272727,11
Norway,19,82.0,73.5,75.33333333333333,74.33333333333333,75.0,75.0,79.66666666666667,75.0,18.234351177809064,25.727272727272727,11
Ecuador,19,73.0,72.75,71.5,66.0,71.0909090909091,71.0909090909091,78.33333333333333,71.0909090909091,16.78335767944261,27.818181818181817,11
Mexico,19,77.0,75.75,78.66666666666667,80.0,77.81818181818181,77.81818181818181,81.33333333333333,77.81818181818181,18.635792131633828,27.181818181818183,11
Switzerland,19,82.0,78.5,78.0,77.5,78.18181818181819,78.18181818181819,81.33333333333333,78.18181818181819,18.64622142784714,27.636363636363637,11
Iceland,19,69.0,69.5,76.5,78.0,72.81818181818181,72.81818181818181,79.66666666666667,72.81818181818181,17.793321322657015,30.545454545454547,11
Sweden,19,75.0,76.25,77.0,78.0,76.18181818181819,76.18181818181819,80.0,76.18181818181819,18.01870954004614,28.90909090909091,11
Brazil,19,80.0,80.25,80.5,81.0,80.0909090909091,80.0909090909091,81.66666666666667,80.0909090909091,18.674547475667367,30.0,11
Czech Republic,19,78.0,74.75,73.5,75.5,74.72727272727273,74.72727272727273,78.33333333333333,74.72727272727273,18.163204526494262,26.09090909090909,11
Republic of Ireland,19,70.0,77.66666666666667,75.75,74.0,74.72727272727273,74.72727272727273,78.66666666666667,74.72727272727273,18.058275139672464,28.545454545454547,11
Russia,19,80.0,76.25,78.0,77.0,77.0,77.0,80.0,77.0,18.04525977174862,28.363636363636363,11
Scotland,19,74.0,75.25,76.5,75.0,75.18181818181819,75.18181818181819,78.66666666666667,75.18181818181819,18.259337605294483,27.181818181818183,11
Cameroon,19,65.0,71.25,69.66666666666667,77.0,71.81818181818181,71.81818181818181,77.0,71.81818181818181,17.607623289267778,26.09090909090909,11
Turkey,19,74.0,75.25,76.75,78.5,76.27272727272727,76.27272727272727,78.0,76.27272727272727,18.418678751301734,25.727272727272727,11
United States,19,75.0,74.5,75.25,77.0,74.81818181818181,74.81818181818181,78.66666666666667,74.81818181818181,18.28055624736237,24.363636363636363,11
Paraguay,19,66.0,73.0,75.75,73.0,73.0909090909091,73.0909090909091,77.33333333333333,73.0909090909091,17.6592547440524,28.727272727272727,11
Canada,19,71.0,65.5,73.75,75.0,70.72727272727273,70.72727272727273,76.33333333333333,70.72727272727273,17.25832964629167,25.90909090909091,11
Peru,19,73.0,72.25,76.0,77.33333333333333,72.45454545454545,72.45454545454545,77.33333333333333,72.45454545454545,17.425076232422082,27.454545454545453,11
Hungary,19,79.0,71.5,72.0,73.5,72.72727272727273,72.72727272727273,77.33333333333333,72.72727272727273,17.182806422433504,27.818181818181817,11
Australia,19,78.0,72.33333333333333,75.25,68.0,73.54545454545455,73.54545454545455,77.33333333333333,73.54545454545455,17.846205110871907,27.454545454545453,11
Venezuela,19,73.0,68.5,71.66666666666667,77.0,72.0909090909091,72.0909090909091,77.66666666666667,72.0909090909091,17.751250109540987,24.818181818181817,11
South Africa,19,78.0,69.75,72.25,72.5,71.9090909090909,71.9090909090909,76.0,71.9090909090909,17.265498135541893,26.363636363636363,11
Northern Ireland,19,68.0,71.5,72.0,70.0,71.0909090909091,71.0909090909091,75.0,71.0909090909091,17.15305794807395,29.181818181818183,11
Romania,19,78.0,70.75,72.5,73.0,72.45454545454545,72.45454545454545,76.0,72.45454545454545,17.051243539230263,28.727272727272727,11
New Zealand,19,68.0,62.75,67.33333333333333,72.33333333333333,67.0909090909091,67.0909090909091,74.0,67.0909090909091,17.10111005229353,25.272727272727273,11
Bulgaria,19,68.0,69.25,71.5,72.66666666666667,67.9090909090909,67.9090909090909,72.66666666666667,67.9090909090909,16.204273438942487,28.272727272727273,11
Bolivia,19,68.0,68.0,68.75,75.0,68.63636363636364,68.63636363636364,72.66666666666667,68.63636363636364,15.214227685996272,30.818181818181817,11
India,19,63.0,61.5,60.0,65.0,61.72727272727273,61.72727272727273,65.0,61.72727272727273,0.0,25.272727272727273,11
Portugal,18,83.0,82.33333333333333,83.25,86.0,83.27272727272727,83.27272727272727,88.0,83.27272727272727,19.5341816483983,27.545454545454547,11
Argentina,18,80.0,78.0,84.66666666666667,89.33333333333333,83.0909090909091,83.0909090909091,90.33333333333333,83.0909090909091,19.78549607594941,28.545454545454547,11
Germany,18,92.0,85.66666666666667,85.5,84.0,85.72727272727273,85.72727272727273,90.0,85.72727272727273,19.960768580395296,27.454545454545453,11
Uruguay,18,82.0,81.5,75.25,89.5,80.72727272727273,80.72727272727273,89.0,80.72727272727273,19.368663926434227,30.0,11
Brazil,18,80.0,85.0,82.0,87.0,84.27272727272727,84.27272727272727,88.33333333333333,84.27272727272727,19.78037442584247,27.181818181818183,11
Poland,18,82.0,75.75,76.75,91.0,77.9090909090909,77.9090909090909,85.33333333333333,77.9090909090909,19.03478472258311,28.272727272727273,11
Spain,18,90.0,86.5,86.0,86.0,86.27272727272727,86.27272727272727,89.0,86.27272727272727,19.898870372057015,28.363636363636363,11
Belgium,18,89.0,84.25,85.33333333333333,87.33333333333333,85.81818181818181,85.81818181818181,89.33333333333333,85.81818181818181,20.030118658386467,26.90909090909091,11
Italy,18,89.0,85.66666666666667,81.5,83.33333333333333,83.81818181818181,83.81818181818181,88.66666666666667,83.81818181818181,19.54398564846288,28.636363636363637,11
Wales,18,74.0,77.25,77.66666666666667,82.5,77.45454545454545,77.45454545454545,84.33333333333333,77.45454545454545,18.849211131506184,27.818181818181817,11
Netherlands,18,81.0,79.25,84.25,78.5,81.0909090909091,81.0909090909091,85.0,81.0909090909091,19.218187944341057,26.636363636363637,11
France,18,88.0,81.25,85.0,82.5,83.45454545454545,83.45454545454545,87.33333333333333,83.45454545454545,19.800705494574384,23.818181818181817,11
Slovenia,18,88.0,73.25,77.0,80.0,76.27272727272727,76.27272727272727,83.0,76.27272727272727,18.68745833994507,28.181818181818183,11
Denmark,18,83.0,78.5,78.0,73.0,77.72727272727273,77.72727272727273,83.66666666666667,77.72727272727273,18.969380025923446,26.272727272727273,11
Greece,18,77.0,79.5,76.5,81.0,77.45454545454545,77.45454545454545,83.66666666666667,77.45454545454545,18.761429544453215,26.727272727272727,11
Austria,18,71.0,79.75,79.25,74.0,77.45454545454545,77.45454545454545,82.33333333333333,77.45454545454545,18.740587970961048,26.818181818181817,11
Colombia,18,79.0,76.0,80.0,82.0,78.0909090909091,78.0909090909091,83.33333333333333,78.0909090909091,18.818113687083695,28.727272727272727,11
England,18,82.0,82.75,83.0,84.0,82.63636363636364,82.63636363636364,84.66666666666667,82.63636363636364,19.509242700133978,25.636363636363637,11
Switzerland,18,83.0,75.25,79.75,75.0,77.54545454545455,77.54545454545455,82.33333333333333,77.54545454545455,18.637403735515182,27.454545454545453,11
Côte d'Ivoire,18,67.0,76.75,77.66666666666667,75.66666666666667,75.81818181818181,75.81818181818181,82.33333333333333,75.81818181818181,18.669102110251156,24.363636363636363,11
Ecuador,18,73.0,74.5,76.0,75.0,74.27272727272727,74.27272727272727,79.66666666666667,74.27272727272727,17.77441716837524,30.09090909090909,11
Turkey,18,79.0,78.0,80.25,78.0,78.36363636363636,78.36363636363636,81.66666666666667,78.36363636363636,18.72669378045264,27.363636363636363,11
Sweden,18,74.0,76.25,77.25,80.0,76.54545454545455,76.54545454545455,81.0,76.54545454545455,18.36411040304598,27.363636363636363,11
Egypt,18,70.0,68.5,71.75,83.0,70.9090909090909,70.9090909090909,77.33333333333333,70.9090909090909,17.773366998839613,28.545454545454547,11
Norway,18,82.0,74.0,74.0,72.0,74.18181818181819,74.18181818181819,79.0,74.18181818181819,18.01870954004614,26.363636363636363,11
Mexico,18,79.0,77.25,79.66666666666667,80.66666666666667,79.0,79.0,81.33333333333333,79.0,18.788790072437177,27.727272727272727,11
Iceland,18,67.0,69.0,75.75,76.0,72.0,72.0,77.66666666666667,72.0,17.763383235581824,30.09090909090909,11
Republic of Ireland,18,74.0,77.0,77.0,75.5,76.18181818181819,76.18181818181819,79.33333333333333,76.18181818181819,18.234351177809064,28.818181818181817,11
Finland,18,81.0,72.0,72.0,71.5,72.72727272727273,72.72727272727273,78.0,72.72727272727273,17.721515511187583,27.181818181818183,11
Russia,18,79.0,74.5,76.75,78.0,76.36363636363636,76.36363636363636,79.33333333333333,76.36363636363636,18.30414693893237,27.90909090909091,11
Venezuela,18,70.0,71.66666666666667,71.5,76.0,72.63636363636364,72.63636363636364,77.66666666666667,72.63636363636364,17.96851704855205,24.0,11
United States,18,78.0,74.33333333333333,77.75,75.5,76.18181818181819,76.18181818181819,79.0,76.18181818181819,18.320860419719878,26.90909090909091,11
Northern Ireland,18,68.0,73.75,73.25,68.5,72.0909090909091,72.0909090909091,77.66666666666667,72.0909090909091,17.257849914947368,30.09090909090909,11
New Zealand,18,63.0,69.0,64.0,71.33333333333333,66.9090909090909,66.9090909090909,75.66666666666667,66.9090909090909,17.282027436972676,24.545454545454547,11
Paraguay,18,72.0,73.25,73.5,74.0,73.18181818181819,73.18181818181819,76.66666666666667,73.18181818181819,17.806344762301,26.636363636363637,11
Czech Republic,18,77.0,73.75,75.5,75.0,74.9090909090909,74.9090909090909,77.66666666666667,74.9090909090909,17.891351665599743,26.09090909090909,11
Romania,18,76.0,71.5,72.75,79.0,72.9090909090909,72.9090909090909,77.33333333333333,72.9090909090909,17.72753358339242,26.454545454545453,11
Peru,18,74.0,67.0,73.75,75.66666666666667,69.9090909090909,69.9090909090909,75.66666666666667,69.9090909090909,17.282807772532202,25.181818181818183,11
Hungary,18,76.0,71.0,74.0,75.0,72.72727272727273,72.72727272727273,76.33333333333333,72.72727272727273,16.942271137784317,28.09090909090909,11
Cameroon,18,66.0,67.75,71.0,73.33333333333333,70.0,70.0,76.0,70.0,17.0353859231256,25.454545454545453,11
Chile,18,76.0,76.33333333333333,76.5,76.0,76.18181818181819,76.18181818181819,77.0,76.18181818181819,18.100475493569128,27.545454545454547,11
South Africa,18,77.0,72.0,72.25,68.5,71.9090909090909,71.9090909090909,75.66666666666667,71.9090909090909,17.062001588775953,27.181818181818183,11
Bulgaria,18,74.0,69.0,71.5,70.0,70.18181818181819,70.18181818181819,74.33333333333333,70.18181818181819,16.54336345172214,30.272727272727273,11
Australia,18,77.0,72.0,72.75,70.0,72.18181818181819,72.18181818181819,75.0,72.18181818181819,17.302120848078996,27.272727272727273,11
Scotland,18,74.0,73.25,75.75,75.0,74.36363636363636,74.36363636363636,76.0,74.36363636363636,17.87422795981438,28.818181818181817,11
Bolivia,18,68.0,66.25,65.25,71.5,67.0,67.0,71.66666666666667,67.0,0.0,29.272727272727273,11
Saudi Arabia,18,71.0,71.5,73.0,73.0,72.0,72.0,74.0,72.0,17.32031695229804,28.727272727272727,11
China PR,18,73.0,65.5,69.33333333333333,72.0,69.0,69.0,73.33333333333333,69.0,0.0,28.0,11
Canada,18,68.0,67.0,70.25,66.0,67.9090909090909,67.9090909090909,71.0,67.9090909090909,16.210674923409112,26.545454545454547,11
India,18,60.0,58.25,56.5,62.666666666666664,59.36363636363637,59.36363636363637,63.0,59.36363636363637,0.0,25.727272727272727,11
Portugal,17,84.0,81.25,81.75,88.5,83.0,83.0,88.66666666666667,83.0,19.480205647378632,26.454545454545453,11
Argentina,17,79.0,81.25,83.0,89.66666666666667,83.18181818181819,83.18181818181819,89.66666666666667,83.18181818181819,19.558193184784187,28.363636363636363,11
Germany,17,92.0,85.66666666666667,86.0,84.5,85.45454545454545,85.45454545454545,90.33333333333333,85.45454545454545,19.925868637232423,26.454545454545453,11
Uruguay,17,83.0,81.5,76.25,88.5,81.0,81.0,88.33333333333333,81.0,19.26869263935588,28.818181818181817,11
Brazil,17,80.0,83.75,83.5,88.0,84.0909090909091,84.0909090909091,87.66666666666667,84.0909090909091,19.590062106614273,28.363636363636363,11
Wales,17,75.0,77.25,75.75,90.0,77.18181818181819,77.18181818181819,85.66666666666667,77.18181818181819,18.85764452557985,26.90909090909091,11
Poland,17,80.0,78.75,78.66666666666667,82.0,79.72727272727273,79.72727272727273,85.66666666666667,79.72727272727273,19.01400759475496,28.0,11
Spain,17,90.0,86.0,87.0,82.5,86.0909090909091,86.0909090909091,89.0,86.0909090909091,19.805724325673733,28.363636363636363,11
Belgium,17,89.0,82.75,85.5,84.0,84.36363636363636,84.36363636363636,88.33333333333333,84.36363636363636,19.798186601561245,25.818181818181817,11
