referee_id,family_name,given_name,male,female,country_name,confederation_id,confederation_name,confederation_code,wikipedia_link_referee
142ba27f-d6b7-505a-be44-2f46152409f1,Mitchell,George,TRUE,FALSE,Scotland,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/George_Mitchell_(referee)
4f162083-afdd-544e-bcd4-d944be842efe,Mitsi,Efthalia,FALSE,TRUE,Greece,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,
313cf43c-bca3-56e4-adf3-3bedc11510c2,Moffat,Malcolm,TRUE,FALSE,Northern Ireland,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,
1c39ce74-e2dd-549d-bde9-e3c60ac6e643,Monzul,Kateryna,FALSE,TRUE,Ukraine,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Kateryna_Monzul
712fa6b2-478b-591d-a613-c5552ba124e4,Moreno,Byron,TRUE,FALSE,Ecuador,55033925-8eba-5786-bcca-ede2388a87b4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Byron_Moreno
7ae7822b-964c-5fa3-ba41-d3fa18a2912f,Mottram,Leslie,TRUE,FALSE,Scotland,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Leslie_Mottram
5a5bbffe-ac9d-56a4-9652-30cc0acc0296,Mowat,Jack,TRUE,FALSE,Scotland,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Jack_Mowat
a9cbe310-ab99-5073-a677-ef43f136328b,Mukansanga,Salima,FALSE,TRUE,Rwanda,d7bd58d8-3349-543e-a891-dc0ac15c3d92,Confederation of African Football,CAF,https://en.wikipedia.org/wiki/Salima_Mukansanga
7bc96b0b-989d-5db6-8462-bfc5065db227,Mustafa Kamel,Mahmoud,TRUE,FALSE,Egypt,d7bd58d8-3349-543e-a891-dc0ac15c3d92,Confederation of African Football,CAF,
51d49cb1-b294-5826-a516-d962b45ac0c0,Márquez Ramírez,Antonio,TRUE,FALSE,Mexico,2e2e8de6-629d-52db-ae57-a59213b1e0ed,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,https://en.wikipedia.org/wiki/Antonio_M%C3%A1rquez_Ram%C3%ADrez
e72e86ac-aaa2-511d-a381-eba27df31202,Méndez,Rómulo,TRUE,FALSE,Guatemala,2e2e8de6-629d-52db-ae57-a59213b1e0ed,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,https://en.wikipedia.org/wiki/R%C3%B3mulo_M%C3%A9ndez
34cdff68-0010-5c71-8fbd-fd36d93daf46,N'Diaye,Youssou,TRUE,FALSE,Senegal,d7bd58d8-3349-543e-a891-dc0ac15c3d92,Confederation of African Football,CAF,
9ad6aeaa-849a-5623-9348-deae5bb398ff,N'Doye,Falla,TRUE,FALSE,Senegal,d7bd58d8-3349-543e-a891-dc0ac15c3d92,Confederation of African Football,CAF,https://en.wikipedia.org/wiki/Falla_N%27Doye
00444dcd-4cbc-583c-8817-d9092d6210a8,Namdar,Jafar,TRUE,FALSE,Iran,6349fd9d-fd40-5a60-9e90-8ff953842334,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Jafar_Namdar
4bea41d9-6240-5e57-9c6e-743084e1de5f,Neguel,Thérèse,FALSE,TRUE,Cameroon,d7bd58d8-3349-543e-a891-dc0ac15c3d92,Confederation of African Football,CAF,https://en.wikipedia.org/wiki/Th%C3%A9r%C3%A8se_Neguel
2da9e5a7-adc3-5894-b096-54fcc4d1d138,Nielsen,Gitte,FALSE,TRUE,Denmark,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,
b0fb763f-b82d-53dd-bfa3-13ebb12ef17a,Nielsen,Kim Milton,TRUE,FALSE,Denmark,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Kim_Milton_Nielsen
4401e3aa-46e4-53c5-9094-023afe437687,Nikakis,Vassilios,TRUE,FALSE,Greece,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Vassilios_Nikakis
df080532-3989-5ed5-928c-5cbe3e4d2ab4,Nishimura,Yuichi,TRUE,FALSE,Japan,6349fd9d-fd40-5a60-9e90-8ff953842334,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Yuichi_Nishimura
b76cb9ae-dbfc-54af-b43d-35e9c8dbbf3a,Niu,Huijun,FALSE,TRUE,China,6349fd9d-fd40-5a60-9e90-8ff953842334,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Niu_Huijun
2b3b85a2-4958-5980-b1ae-6ecb17a19555,Norberto Coerezza,Ángel,TRUE,FALSE,Argentina,55033925-8eba-5786-bcca-ede2388a87b4,South American Football Confederation,CONMEBOL,
c85b502c-6a69-5b78-a202-714b78c73fc5,Németh,Lajos,TRUE,FALSE,Hungary,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,
042d3cfe-d532-5d43-92b8-5efdf8dc5e09,O'Leary,Peter,TRUE,FALSE,New Zealand,af3baf15-a112-506c-a9a3-872a8414a8e2,Oceania Football Confederation,OFC,https://en.wikipedia.org/wiki/Peter_O%27Leary_(referee)
0473c842-b48f-58f0-8973-353813be0cca,Ogston,Tammy,FALSE,TRUE,Australia,6349fd9d-fd40-5a60-9e90-8ff953842334,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Tammy_Ogston
2590d557-9d83-5fc1-845b-f50894ad7407,Oh,Hyeon-jeong,FALSE,TRUE,South Korea,6349fd9d-fd40-5a60-9e90-8ff953842334,Asian Football Confederation,AFC,
2e3b8fba-0541-5da3-bf15-5e7ece1cbe19,Oiwa,Mayumi,FALSE,TRUE,Japan,6349fd9d-fd40-5a60-9e90-8ff953842334,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Mayumi_Oiwa
90a08f02-1896-5b7f-9f11-660346bbdb53,Okada,Masayoshi,TRUE,FALSE,Japan,6349fd9d-fd40-5a60-9e90-8ff953842334,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Masayoshi_Okada
a513904f-6c29-5551-8236-dd91daec6da8,Oliver,Michael,TRUE,FALSE,England,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Michael_Oliver_(referee)
33cc8259-d884-5feb-b929-52a6f5a50939,Olofsson,Tess,FALSE,TRUE,Sweden,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Tess_Olofsson
81c7c059-e5ca-5ab3-8cb7-d5f29a09f1d1,Orlandini,Vincenzo,TRUE,FALSE,Italy,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Vincenzo_Orlandini
40915fdd-b6a3-5442-9779-ce38d8826412,Orsato,Daniele,TRUE,FALSE,Italy,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Daniele_Orsato
e4a8097b-7746-5573-930b-14da78323ab8,Ortiz,Héctor,TRUE,FALSE,Paraguay,55033925-8eba-5786-bcca-ede2388a87b4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/H%C3%A9ctor_Ortiz_(referee)
fd235eba-d5f3-598d-9c8b-1b9c2da6bb41,Ortiz de Mendíbil,José María,TRUE,FALSE,Spain,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Jos%C3%A9_Mar%C3%ADa_Ortiz_de_Mend%C3%ADbil
af4ebadb-8d9d-559a-85d6-35b6f5a33969,Ortubé,René,TRUE,FALSE,Bolivia,55033925-8eba-5786-bcca-ede2388a87b4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Ren%C3%A9_Ortub%C3%A9
61014716-3e0e-5ef6-9c09-116182804d7d,Osses,Enrique,TRUE,FALSE,Chile,55033925-8eba-5786-bcca-ede2388a87b4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Enrique_Osses
ae0a91df-508b-548d-aff7-5e9b1e4102a8,Pairetto,Pierluigi,TRUE,FALSE,Italy,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Pierluigi_Pairetto
140e52aa-d95a-567c-8afb-acbaad2fdd90,Palmqvist,Jenny,FALSE,TRUE,Sweden,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Jenny_Palmqvist
b813650d-c0dc-5d25-926d-fbf60b32d8b7,Palotai,Károly,TRUE,FALSE,Hungary,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/K%C3%A1roly_Palotai
014ad6d7-5d18-579a-914b-873974f996f2,Pardo,Martha Liliana,FALSE,TRUE,Colombia,55033925-8eba-5786-bcca-ede2388a87b4,South American Football Confederation,CONMEBOL,
37fda00c-6203-54ae-98ec-60341322d1eb,Partridge,Pat,TRUE,FALSE,England,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Pat_Partridge
6186ac45-f75e-5de9-9db5-640b88ef3f4e,Paulino Siles,Luis,TRUE,FALSE,Costa Rica,2e2e8de6-629d-52db-ae57-a59213b1e0ed,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,https://en.wikipedia.org/wiki/Luis_Paulino_Siles
aaf94842-0460-581a-9f9c-e9cd04956b5e,Pedersen,Christina,FALSE,TRUE,Norway,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Christina_Pedersen_(referee)
57e1c0cd-f290-5c77-a211-2eebd5d2b38f,Pedersen,Rune,TRUE,FALSE,Norway,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Rune_Pedersen_(referee)
a38452dd-327f-57ad-bb66-76c68c5e002d,Penso,Tori,FALSE,TRUE,United States,2e2e8de6-629d-52db-ae57-a59213b1e0ed,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,https://en.wikipedia.org/wiki/Tori_Penso
96202ce8-f259-5d3d-95e6-0fb8b8c14291,Peréz Núñez,Edison,TRUE,FALSE,Peru,55033925-8eba-5786-bcca-ede2388a87b4,South American Football Confederation,CONMEBOL,
3c5e140d-baad-5586-83f1-4dc168ebf514,Pestarino,Luis,TRUE,FALSE,Argentina,55033925-8eba-5786-bcca-ede2388a87b4,South American Football Confederation,CONMEBOL,
a8c206ff-7b9e-5b14-b4a4-87006354de7e,Petignat,Nicole,FALSE,TRUE,Switzerland,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Nicole_Petignat
b0e740fc-8507-5b07-8f4c-b6cb7d561964,Petrović,Zoran,TRUE,FALSE,Yugoslavia,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Zoran_Petrovi%C4%87_(referee)
772c0eb9-f08f-5169-806b-42411b7f5d24,Phillips,Hugh,TRUE,FALSE,Scotland,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,
ba692ffd-0817-5c6a-8dd3-ee171de40ed0,Picon-Ackong,Edwin,TRUE,FALSE,Mauritius,d7bd58d8-3349-543e-a891-dc0ac15c3d92,Confederation of African Football,CAF,https://en.wikipedia.org/wiki/Edwin_Picon-Ackong
4cbdd470-88c4-5c31-acc0-58450d88468b,Pitana,Néstor,TRUE,FALSE,Argentina,55033925-8eba-5786-bcca-ede2388a87b4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/N%C3%A9stor_Pitana
6b8a0ece-b3fb-54d3-8e2c-39f8d3896bbb,Poll,Graham,TRUE,FALSE,England,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Graham_Poll
e953c5c4-b175-5bdf-a6fb-c6872ddb7de5,Ponnet,Alexis,TRUE,FALSE,Belgium,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Alexis_Ponnet
5fef0b6d-009b-5b2c-ab65-14d4230da5ef,Poulat,Éric,TRUE,FALSE,France,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/%C3%89ric_Poulat
cd246db7-95dd-568d-9277-118e452b93c9,Pozo,Pablo,TRUE,FALSE,Chile,55033925-8eba-5786-bcca-ede2388a87b4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Pablo_Pozo
56e2e789-45d6-50b0-bb40-38acfcacdeba,Prendergast,Peter,TRUE,FALSE,Jamaica,2e2e8de6-629d-52db-ae57-a59213b1e0ed,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,https://en.wikipedia.org/wiki/Peter_Prendergast_(referee)
6fcc3be4-5aaa-54c7-b600-83c75bf43792,Proença,Pedro,TRUE,FALSE,Portugal,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Pedro_Proen%C3%A7a
d978a3cc-4e33-535f-b618-8da5bfb6c61c,Prokop,Adolf,TRUE,FALSE,East Germany,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Adolf_Prokop
99414225-8838-54f2-b751-9f3ea2224911,Puhl,Sándor,TRUE,FALSE,Hungary,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/S%C3%A1ndor_Puhl
971dce39-f541-5d4b-8fa5-cd7a5787026d,Pustovoitova,Anastasia,FALSE,TRUE,Russia,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Anastasia_Pustovoitova
ee734092-ef08-50b0-8f10-0666c9279407,Qin,Liang,FALSE,TRUE,China,6349fd9d-fd40-5a60-9e90-8ff953842334,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Qin_Liang
346e7559-11ff-5c9c-ba37-72b75f3e409c,Quiniou,Joël,TRUE,FALSE,France,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Jo%C3%ABl_Quiniou
334b8367-32ab-5624-bc66-c2eeb7622c09,Rahman Al-Zeid,Abdul,TRUE,FALSE,Saudi Arabia,6349fd9d-fd40-5a60-9e90-8ff953842334,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Abdul_Rahman_Al-Zeid
92e67def-a509-5e10-8ee1-97f9525c83ea,Rainea,Nicolae,TRUE,FALSE,Romania,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Nicolae_Rainea
ffc3f27c-b37e-514f-93a3-be46c71d171d,Ramdhan,Ramesh,TRUE,FALSE,Trinidad and Tobago,2e2e8de6-629d-52db-ae57-a59213b1e0ed,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,https://en.wikipedia.org/wiki/Ramesh_Ramdhan
619cb8c5-1f8b-5974-8e91-63154b94794b,Ramos,César Arturo,TRUE,FALSE,Mexico,2e2e8de6-629d-52db-ae57-a59213b1e0ed,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,https://en.wikipedia.org/wiki/C%C3%A9sar_Arturo_Ramos
dd8963e8-01cf-51aa-9354-34e9e8381e49,Ramos,Felipe,TRUE,FALSE,Mexico,2e2e8de6-629d-52db-ae57-a59213b1e0ed,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,https://en.wikipedia.org/wiki/Felipe_Ramos
2f9f3c0e-9e92-5740-992d-d1a60a872c77,Rapallini,Fernando,TRUE,FALSE,Argentina,55033925-8eba-5786-bcca-ede2388a87b4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Fernando_Rapallini
863ac74f-5497-5bd8-b285-68d3e5dc9bd1,Reader,George,TRUE,FALSE,England,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/George_Reader
a6564387-6522-56e2-a69a-1664cf967d55,Regis Brozzi,Juan,TRUE,FALSE,Argentina,55033925-8eba-5786-bcca-ede2388a87b4,South American Football Confederation,CONMEBOL,
362df23a-6726-5171-b07c-1364e96694be,Reibelt,Casey,FALSE,TRUE,Australia,6349fd9d-fd40-5a60-9e90-8ff953842334,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Casey_Reibelt
fafb8c47-f247-57f4-b104-e39eabb7f0a8,Reyes,Silvia,FALSE,TRUE,Peru,55033925-8eba-5786-bcca-ede2388a87b4,South American Football Confederation,CONMEBOL,
55ca52f1-27d4-5d85-8912-bea7d3ecb9b0,Rezende de Freitas,Márcio,TRUE,FALSE,Brazil,55033925-8eba-5786-bcca-ede2388a87b4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/M%C3%A1rcio_Rezende_de_Freitas
728d440f-7556-57b8-82f4-acd3fb4df2b8,Ri,Hyang-ok,FALSE,TRUE,North Korea,6349fd9d-fd40-5a60-9e90-8ff953842334,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Ri_Hyang-ok
2eaa0ee1-344a-55ad-870d-4910f6e26467,Ribeiro Saldanha,Antonio,TRUE,FALSE,Portugal,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,
bd0f7fd8-cecf-5e31-9e25-3bbf34ed11cf,Ricci,Sandro,TRUE,FALSE,Brazil,55033925-8eba-5786-bcca-ede2388a87b4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Sandro_Ricci
bd5e66ab-da9e-5111-9831-cb36dfeedfa1,Rion,Francis,TRUE,FALSE,Belgium,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,
50c66580-3e8b-5933-83e7-fc5aaa7a283d,Rizzoli,Nicola,TRUE,FALSE,Italy,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Nicola_Rizzoli
da45c5da-056a-5ea2-958e-6be9defeb86d,Robles,Carlos,TRUE,FALSE,Chile,55033925-8eba-5786-bcca-ede2388a87b4,South American Football Confederation,CONMEBOL,
f6be971b-0461-5a27-8090-c1d22eecb690,Rocchi,Gianluca,TRUE,FALSE,Italy,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Gianluca_Rocchi
010e652b-982f-5eef-ad49-0714a8a0e92f,Rodríguez,Marco Antonio,TRUE,FALSE,Mexico,2e2e8de6-629d-52db-ae57-a59213b1e0ed,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,https://en.wikipedia.org/wiki/Marco_Antonio_Rodr%C3%ADguez
8e561848-1a6f-5b0c-8a2a-a7dde6775eb4,Rodríguez Medina,Rafael,TRUE,FALSE,El Salvador,2e2e8de6-629d-52db-ae57-a59213b1e0ed,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,
846d8380-231f-57bd-9f5f-1f5892dd1b66,Roldán,Wilmar,TRUE,FALSE,Colombia,55033925-8eba-5786-bcca-ede2388a87b4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Wilmar_Rold%C3%A1n
7295af90-ca2b-551f-95ab-37aff119d0da,Romano,Florencia,FALSE,TRUE,Argentina,55033925-8eba-5786-bcca-ede2388a87b4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Florencia_Romano
77761692-88a0-5942-8973-ccc7a2773b18,Rosetti,Roberto,TRUE,FALSE,Italy,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Roberto_Rosetti
e0e65206-0d72-546b-86af-c7716ed5edea,Roth,Volker,TRUE,FALSE,West Germany,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Volker_Roth
61f7dc4e-7733-5f48-9050-c0c4f9658a40,Ruiz,Óscar,TRUE,FALSE,Colombia,55033925-8eba-5786-bcca-ede2388a87b4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/%C3%93scar_Ruiz
ce372a65-a5ed-52e8-ad3e-95d500f35bb8,Rumenchev,Dimitar,TRUE,FALSE,Bulgaria,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,
7aef1462-ce3f-5736-b8b1-cd25ac9d0955,Röthlisberger,Kurt,TRUE,FALSE,Switzerland,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Kurt_R%C3%B6thlisberger
ad82be17-885e-5abd-991d-6e9ac8e84bdc,Rădulescu,Andrei,TRUE,FALSE,Romania,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Andrei_R%C4%83dulescu_(footballer)
5eb8448b-4b5e-57f3-8dcb-fc37b51a14e8,Sampaio,Wilton,TRUE,FALSE,Brazil,55033925-8eba-5786-bcca-ede2388a87b4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Wilton_Sampaio
3686b052-70fa-5fdf-be9d-4585073800a9,Saucedo,Ulises,TRUE,FALSE,Bolivia,55033925-8eba-5786-bcca-ede2388a87b4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Ulises_Saucedo
470c817c-0b91-503f-b225-a43ebdab1569,Sbardella,Antonio,TRUE,FALSE,Italy,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Antonio_Sbardella
db51d6c0-99de-5562-995d-eb5572df9094,Scarpi,Giuseppe,TRUE,FALSE,Italy,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,
5a1321ae-db97-5b3a-bacc-731fe2a3aafa,Scheurer,Rudolf,TRUE,FALSE,Switzerland,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Rudolf_Scheurer
4ff97b0c-cc4a-50ee-b082-a4d7ec6d6e62,Schmetzer,Emil,TRUE,FALSE,West Germany,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,
b20b485f-c69a-5e28-8f71-ac6b941a1927,Schmidhuber,Aron,TRUE,FALSE,West Germany,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Aron_Schmidhuber
1eb73fbb-3816-5dcf-b627-ffcb73e7b5c3,Schulenburg,Gerhard,TRUE,FALSE,West Germany,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,
a558366a-4925-565b-91ee-e40e80dcd232,Schwinte,Pierre,TRUE,FALSE,France,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,
0c98e748-62e8-5b4b-b796-0c56ad0ff0e7,Seipelt,Fritz,TRUE,FALSE,Austria,e7c3477d-bcfb-5840-9489-cd082ab0954f,Union of European Football Associations,UEFA,
5a31a1c3-6ac8-540b-a532-f33ab4a653ff,Seitz,Kari,FALSE,TRUE,United States,2e2e8de6-629d-52db-ae57-a59213b1e0ed,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,https://en.wikipedia.org/wiki/Kari_Seitz
